#acid_cid, time(sec), point_source, latitude(deg), longitude(deg), altitude(feet), altDot(feet/sec), air_temp(Kelvin), air_density, pressure, delta_distance(nm), groundspeed(kts), heading(deg), windDirTo(deg), windMag(kts), true_airspeedCalc(kts), true_airspeedUsed(kts), true_airspeed(mps), true_airspeed_dot(mps2), bank_angle, config, lift_coeff, profile_drag_coeff, induced_drag_coeff, drag_coeff, thrust_drag(N), thrust_accel(N), thrust_pe(N), totalThrustCalc(N), totalThrustUsed(N), spec_fuel_consump(kg/min/kN), fuel_consump_rate(kg/min), fuel_burned(kg), weight(kg)
ABC007_007,51328, T,39.341667,-74.451389,750,5,282.059,1.211,986.077255,0.619,184,180,105.627,6.778,182.291,181.844,93.549,-0.352,0, IC,0.515469,0.018235,0.042467,0.029519,11048.995,-7192.37,8598.58,12455.205,12455.205,0.922733,11.492832,1.915,20413.6
ABC007_007,51338, T,39.344722,-74.443611,833.3,10,282.062,1.211,983.094858,0.405,184,90,105.672,6.755,177.505,177.61,91.371,-0.218,0, IC,0.547786,0.018235,0.042467,0.030978,11059.65,-4445.806,5373.608,11987.452,11987.452,0.913522,10.950795,1.825,20411.774
ABC007_007,51348, T,39.349444,-74.431944,716.7,-5,282.066,1.211,987.272263,0.611,185,180,105.743,6.719,183.291,181.529,93.387,0.154,0, IC,0.548849,0.018235,0.042467,0.031028,11568.327,3145.777,-7481.718,7232.385,7232.385,0.91326,8.198558,1.366,20410.408
ABC007_007,51358, T,39.353611,-74.425,600,-10,282.07,1.211,991.464032,0.408,189,90,105.801,6.69,182.572,183.656,94.481,0.109,0, IC,0.530911,0.018235,0.042467,0.030205,11524.493,2233.008,-7322.884,6434.616,6434.616,0.918285,8.201251,1.367,20409.041
ABC007_007,51368, T,39.360556,-74.414722,666.7,0,282.077,1.21,989.066975,0.633,182,180,105.897,6.643,180.294,180.553,92.885,-0.13,0, IC,0.533918,0.018235,0.042467,0.030341,11184.501,-2655.812,4345.157,12873.845,12873.845,0.917474,11.81142,1.969,20407.073
ABC007_007,51378, T,39.364722,-74.408333,800,10,282.08,1.21,984.286939,0.388,174,90,105.956,6.614,167.651,169.378,87.136,-0.551,0, IC,0.578449,0.018235,0.042467,0.032445,10522.901,-11234.564,9088.991,8377.328,8377.328,0.905606,8.196634,1.366,20405.706
ABC007_007,51388, T,39.371667,-74.399722,733.3,0,282.086,1.21,986.674613,0.577,170,180,106.05,6.569,168.302,166.087,85.442,-0.169,0, IC,0.629593,0.018235,0.042467,0.035068,10932.305,-3455.385,-4651.114,2825.807,2825.807,0.89358,8.198173,1.366,20404.34
ABC007_007,51398, T,39.377222,-74.396667,766.7,0,282.09,1.209,985.48019,0.362,167,90,106.114,6.538,160.729,162.1,83.391,-0.132,0, IC,0.65794,0.018235,0.042467,0.036618,10871.464,-2683.885,2367.175,10554.754,10554.754,0.88753,9.367658,1.561,20402.779
ABC007_007,51408, T,39.386389,-74.399722,733.3,0,282.095,1.209,986.674613,0.568,177,0,106.193,6.501,178.922,174.628,89.836,0.497,0, IC,0.625116,0.018235,0.042467,0.03483,11997.136,10138.652,-2233.265,19902.523,19902.523,0.89463,17.805385,2.968,20399.811
ABC007_007,51418, T,39.391944,-74.404444,683.3,-5,282.097,1.209,988.468444,0.399,181,90,106.228,6.485,174.783,178.505,91.831,0.199,0, IC,0.568374,0.018235,0.042467,0.031954,11499.269,4069.13,-3275.39,12293.009,12293.009,0.908266,11.165327,1.861,20397.95
ABC007_007,51428, T,39.4,-74.411944,700,0,282.1,1.209,987.870207,0.595,180,0,106.27,6.465,181.917,180.038,92.62,0.025,0, IC,0.551383,0.018235,0.042467,0.031146,11400.152,506.138,1097.762,13004.052,13004.052,0.912764,11.869633,1.978,20395.972
ABC007_007,51438, T,39.405556,-74.416944,700,0,282.102,1.208,987.870207,0.406,178,90,106.296,6.453,171.816,174.688,89.867,-0.236,0, IC,0.563309,0.018235,0.042467,0.03171,10926.228,-4819.614,0,6106.614,6106.614,0.909592,8.198943,1.366,20394.606
ABC007_007,51448, T,39.412778,-74.425556,783.3,5,282.074,1.209,984.883418,0.589,174,0,104.95,6.057,175.66,173.336,89.172,-0.07,0, IC,0.585123,0.018235,0.042467,0.032774,11119.603,-1419.132,5677.149,15377.62,15377.62,0.90402,13.901678,2.317,20392.289
ABC007_007,51458, T,39.416389,-74.4325,900,10,282.071,1.209,980.714204,0.388,169,90,104.859,6.061,163.149,165.875,85.334,-0.297,0, IC,0.615766,0.018235,0.042467,0.034337,10670.039,-6059.882,8182.227,12792.385,12792.385,0.896694,11.470854,1.912,20390.377
ABC007_007,51468, T,39.420833,-74.443056,916.7,5,282.065,1.209,980.11977,0.557,170,0,104.704,6.067,171.64,168.14,86.499,0.049,0, IC,0.634856,0.018235,0.042467,0.035351,11289.906,991.676,1161.905,13443.487,13443.487,0.892375,11.996631,1.999,20388.377
ABC007_007,51478, T,39.423889,-74.450556,816.7,-5,282.06,1.209,983.690752,0.393,173,90,104.584,6.072,167.131,169.297,87.094,0.06,0, IC,0.621865,0.018235,0.042467,0.034658,11223.522,1213.998,-6849.866,5587.655,5587.655,0.89522,8.19625,1.366,20387.011
ABC007_007,51488, T,39.428611,-74.461389,783.3,-5,282.053,1.21,984.883418,0.577,177,0,104.398,6.08,178.609,175.944,90.513,0.285,0, IC,0.593853,0.018235,0.042467,0.033211,11619.708,5817.978,-2231.539,15206.147,15206.147,0.901707,13.711489,2.285,20384.726
ABC007_007,51498, T,39.431667,-74.468889,716.7,-5,282.048,1.21,987.272263,0.393,179,90,104.259,6.085,173.109,175.938,90.51,0.052,0, IC,0.57146,0.018235,0.042467,0.032103,11233.715,1054.963,-4412.717,7875.96,7875.96,0.907227,8.198558,1.366,20383.36
ABC007_007,51508, T,39.436389,-74.480278,683.3,-5,282.039,1.21,988.468444,0.599,178,0,104.034,6.095,179.575,177.581,91.355,0.013,0, IC,0.56594,0.018235,0.042467,0.031837,11353.465,271.635,-2218.605,9406.495,9406.495,0.908588,8.546627,1.424,20381.935
ABC007_007,51518, T,39.439444,-74.487778,616.7,-5,282.033,1.211,990.864327,0.393,176,90,103.876,6.101,170.083,172.743,88.867,-0.179,0, IC,0.576126,0.018235,0.042467,0.032331,10912.716,-3652.341,-4487.319,2773.055,2773.055,0.905932,8.200866,1.367,20380.568
ABC007_007,51528, T,39.444167,-74.498889,583.3,-5,282.024,1.211,992.064031,0.588,169,0,103.627,6.112,170.544,168.885,86.882,-0.198,0, IC,0.605548,0.018235,0.042467,0.033807,10911.398,-4045.053,-2336.436,4529.909,4529.909,0.898703,8.201636,1.367,20379.202
ABC007_007,51538, T,39.446944,-74.505833,600,0,282.018,1.211,991.464032,0.362,162,90,103.463,6.119,156.055,158.547,81.564,-0.468,0, IC,0.658976,0.018235,0.042467,0.036676,10435.327,-9534.642,1218.615,2119.3,2119.3,0.886902,8.201251,1.367,20377.835
ABC007_007,51548, T,39.450833,-74.515833,433.3,-10,282.008,1.212,997.477263,0.519,151,0,103.215,6.13,152.518,150.693,77.523,-0.404,0, IC,0.738443,0.018235,0.042467,0.041392,10643.479,-8233.385,-13073.002,-10662.908,-10662.908,0.87178,8.205098,1.368,20376.467
ABC007_007,51558, T,39.453611,-74.521944,283.3,-15,282.002,1.212,1002.91439,0.329,142,90,103.054,6.137,136.028,139.588,71.81,-0.522,0, IC,0.837778,0.018235,0.042467,0.048041,10602.379,-10638.972,-12510.576,-12547.168,-12547.168,0.85602,8.20856,1.368,20375.099
ABC007_007,51568, T,39.4575,-74.530556,116.7,-15,281.958,1.212,1008.983766,0.462,133,0,106.609,5.57,134.698,135.151,69.528,-0.228,0, IC,0.935227,0.018235,0.042467,0.055379,11456.492,-4651.108,-14840.288,-8034.904,-8034.904,0.8431,8.212407,1.369,20373.73
ABC007_007,51578, T,39.459722,-74.536389,0,-15,281.964,1.212,1013.25,0.301,128,90,106.699,5.545,122.699,137.532,70.753,0.121,0, IC,0.949555,0.018235,0.042467,0.056526,12106.438,2469.42,-10793.266,3782.592,3782.592,0.841391,8.2151,1.369,20372.361
ABC007_007,51588, T,39.463056,-74.544167,0,-5,281.973,1.211,1013.25,0.412,121,0,106.82,5.514,122.709,137.549,70.761,0.001,0, IC,0.933318,0.018235,0.042467,0.055227,11827.334,17.484,0,11844.818,11844.818,0.843385,9.989737,1.665,20370.696
ABC007_007,51598, T,39.465,-74.549167,0,0,281.978,1.211,1013.25,0.259,118,90,106.897,5.494,112.755,137.578,70.776,-0.009,0, IC,0.93312,0.018235,0.042467,0.055212,11826.622,-176.677,0,11649.945,11649.945,0.843423,9.825831,1.638,20369.059
ABC008_008,47202, T,39.455,-74.570556,0,0,281.825,1.19,1013.25,0,133,0,111.68,5.415,135.094,138.805,71.408,0,0, TO,0,0,0,0,0,0,0,0,0,0,0,0,37273.894
ABC008_008,47212, T,39.4575,-74.576667,0,0,281.825,1.19,1013.25,0.32,148,90,111.681,5.415,142.982,140.894,72.482,0.054,0, TO,1.681673,0.018235,0.042467,0.138333,30529.455,2002.476,0,32531.93,32531.93,0.847224,27.561828,4.594,37269.3
ABC008_008,47222, T,39.461667,-74.585833,333.3,20,281.825,1.19,1001.099355,0.493,151,0,111.681,5.415,153.083,152.096,78.245,0.516,0, TO,1.53238,0.018235,0.042467,0.117955,30336.25,19232.747,47818.784,97387.78,97387.78,0.858272,83.585189,13.931,37255.369
ABC008_008,47223.429, I,39.462063,-74.586786,400,22.857,281.825,1.19,998.683446,0.05,152.429, �,0,0,153.497,153.939,79.193,0.655,0, TO,1.403997,0.018235,0.042467,0.101946,26858.37,24402.743,66294.083,117555.195,117555.195,0.869116,102.169112,2.433,37252.937
ABC008_008,47232, T,39.464444,-74.5925,800,40,281.825,1.19,984.286939,0.301,161,90,111.681,5.414,155.981,155.981,80.244,0.123,0, IC,1.368928,0.018235,0.042467,0.097817,26458.539,4565.784,62760.574,93784.897,93784.897,0.872346,81.812885,11.688,37241.249
ABC008_008,47242, T,39.469167,-74.602778,1200,40,281.825,1.19,970.058957,0.554,171,0,111.681,5.414,173.073,171.062,88.002,0.594,0, IC,1.228958,0.018235,0.042467,0.082374,26798.143,22110.389,50632.994,99541.526,99541.526,0.886579,88.251458,14.709,37226.541
ABC008_008,47252, T,39.472222,-74.61,1600,40,281.825,1.19,955.997987,0.381,180,90,111.682,5.414,174.98,177.511,91.32,0.332,0, IC,1.08141,0.018235,0.042467,0.067898,23785.468,12351.13,48082.347,84218.945,84218.945,0.904476,76.17403,12.696,37213.845
ABC008_008,47260.276, I,39.474291,-74.620575,2000,44.138,281.5,1.16,942.102523,0.505,182.483, �,0,0,183.394,182.034,93.646,0.218,0, IC,1.042047,0.018235,0.042467,0.064348,23114.327,8116.046,57289.488,88519.861,88519.861,0.913597,80.871469,11.155,37202.69
ABC008_008,47262, T,39.474722,-74.622778,2083.3,45,281.5,1.16,939.228329,0.105,183,0,112.931,5.343,185.147,185.147,95.248,0.666,0, CR_ASC,0.998858,0.018235,0.042467,0.060605,22520.717,24775.902,57110.438,104407.057,104407.057,0.919944,96.048693,2.76,37199.93
ABC008_008,47272, T,39.473333,-74.631111,2600,50,280.6,1.133,921.566387,0.395,187,90,108.842,6.192,181.151,181.326,93.282,-0.136,0, CR_ASC,1.026919,0.018235,0.042467,0.063019,21930.181,-5067.487,59738.794,76601.488,76601.488,0.919356,70.424021,11.737,37188.193
ABC008_008,47282, T,39.468333,-74.643333,3016.7,45,280.6,1.133,907.519652,0.641,195,0,108.841,6.193,197.087,193.765,99.681,0.313,0, CR_ASC,0.97997,0.018235,0.042467,0.059018,23452.128,11636.794,46185.4,81274.322,81274.322,0.926519,75.302234,12.55,37175.643
ABC008_008,47292, T,39.464167,-74.651111,3316.7,35,278.95,1.108,897.513771,0.439,211,90,108.84,6.193,205.149,206.461,106.213,0.653,0, CR_ASC,0.879509,0.018235,0.042467,0.051085,22547.819,24281.306,30721.525,77550.65,77550.65,0.947414,73.472537,12.245,37163.397
ABC008_008,47302, T,39.456389,-74.662778,3683.3,35,278.95,1.108,885.405877,0.714,221,0,108.601,7.934,223.657,221.916,114.163,0.774,0, CR_ASC,0.767463,0.018235,0.042467,0.043248,22053.535,28750.38,35837.694,86641.608,86641.608,0.970815,84.112939,14.019,37149.378
ABC008_008,47312, T,39.450833,-74.670556,4100,40,277.2,1.084,871.80782,0.491,230,90,115.989,9.78,221.251,224.736,115.614,0.145,0, CR_ASC,0.721574,0.018235,0.042467,0.040346,20635.284,5390.267,39116.317,65141.869,65141.869,0.986006,64.230292,10.705,37138.673
ABC008_008,47322, T,39.441944,-74.683333,4500,40,277.2,1.084,858.913281,0.797,242,0.002,115.991,9.78,246.443,241.843,124.415,0.649,0, CR_ASC,0.661069,0.018235,0.042467,0.036794,21791.96,24110.742,35679.314,81582.016,81582.016,1.002571,81.79174,13.632,37125.041
ABC008_008,47332, T,39.435833,-74.692222,4650,25,277.2,1.084,854.117836,0.551,258,90,115.991,9.781,249.246,252.977,130.143,0.573,0, CR_ASC,0.58755,0.018235,0.042467,0.032895,21318.285,21265.024,12545.385,55128.693,55128.693,1.026046,56.56458,9.427,37115.614
ABC008_008,47342, T,39.426389,-74.706389,4616.7,5,277.2,1.084,855.181613,0.867,265,0.002,115.991,9.78,269.429,266.532,137.116,0.625,0, CR_LVL,0.532895,0.018235,0.042467,0.030295,21793.318,23211.657,-2713.532,42291.443,42291.443,1.04657,44.260945,7.377,37108.237
ABC008_008,47352, T,39.419722,-74.715833,4600,0,277.2,1.084,855.713903,0.593,267,90,115.991,9.78,258.244,263.472,135.542,-0.076,0, CR_LVL,0.511896,0.018235,0.042467,0.029363,20640.855,-2813.268,-1346.336,16481.251,16481.251,1.055294,17.392569,2.899,37105.338
ABC008_008,47362, T,39.406667,-74.724167,4516.7,-5,277.2,1.084,858.37938,0.873,267,0,115.991,9.78,271.428,267.367,137.545,0.099,0, CR_LVL,0.510248,0.018235,0.042467,0.029291,21203.79,3684.683,-6731.152,18157.322,18157.322,1.055988,19.17391,3.196,37102.143
ABC008_008,47372, T,39.396944,-74.725556,4566.7,0,277.2,1.084,856.779288,0.587,271,90,115.991,9.78,262.244,265.972,136.828,-0.019,0, CR_LVL,0.505433,0.018235,0.042467,0.029084,20834.333,-715.072,3978.737,24097.998,24097.998,1.058066,25.497261,4.25,37097.893
ABC008_008,47382, T,39.381944,-74.723333,4616.7,5,277.2,1.084,855.181613,0.906,270,180,115.991,9.78,265.859,263.726,135.672,-0.116,0, CR_ASC,0.512347,0.018235,0.042467,0.029383,20694.416,-4286.291,3993.015,20401.141,20401.141,1.055039,21.523999,3.587,37094.306
ABC008_008,47392, T,39.372222,-74.721111,4766.7,10,277.2,1.084,850.403056,0.592,267,90,115.991,9.78,258.244,260.116,133.815,-0.181,0, CR_LVL,0.523815,0.018235,0.042467,0.029887,20477.502,-6725.624,12112.471,25864.349,25864.349,1.050171,27.161995,4.527,37089.779
ABC008_008,47402, T,39.357778,-74.716667,5083.3,25,275.9,1.057,840.385984,0.891,264,180,124.741,14.192,256.178,255.253,131.314,-0.25,0, CR_ASC,0.554635,0.018235,0.042467,0.031299,20146.878,-9278.542,25858.192,36726.528,36726.528,1.043128,38.310476,6.385,37083.394
ABC008_008,47412, T,39.348333,-74.713611,5316.7,25,275.9,1.057,833.066304,0.584,270,90,124.741,14.192,258.465,257.739,132.592,0.054,0, CR_ASC,0.559691,0.018235,0.042467,0.031538,20698.202,2007.446,18626.788,41332.436,41332.436,1.041152,43.033361,7.172,37076.222
ABC008_008,47422, T,39.333333,-74.708889,5416.7,15,275.9,1.057,829.945146,0.926,278,180,124.741,14.192,270.164,268.595,138.177,0.55,0, CR_ASC,0.531573,0.018235,0.042467,0.030235,21549.806,20381.965,7751.686,49683.457,49683.457,1.052243,52.279074,8.713,37067.508
ABC008_008,47432, T,39.323056,-74.706111,5666.7,20,275.9,1.057,822.183661,0.63,285,90,126.947,15.63,272.671,274.203,141.062,0.288,0, CR_ASC,0.499699,0.018235,0.042467,0.028839,21422.056,10693.355,18898.791,51014.202,51014.202,1.065929,54.377513,9.063,37058.445
ABC008_008,47442, T,39.3075,-74.702778,6000,30,274.825,1.03,811.926552,0.946,287,180,126.947,15.63,277.886,277.435,142.725,0.142,0, CR_ASC,0.496607,0.018235,0.042467,0.028708,21262.888,5248.427,25016.672,51527.987,51527.987,1.073277,55.303793,9.217,37049.228
ABC008_008,47452, T,39.296944,-74.703333,6383.3,35,274.825,1.03,800.259238,0.634,287,90,126.948,15.63,274.67,276.075,142.025,-0.051,0, CR_ASC,0.493133,0.018235,0.042467,0.028562,20947.786,-1887.915,28762.017,47821.888,47821.888,1.074833,51.400539,8.567,37040.661
ABC008_008,47462, T,39.282222,-74.711667,6633.3,30,274.025,1.001,792.723545,0.964,285,0.002,130.105,16.042,295.588,291.566,149.994,0.613,0, CR_ASC,0.482237,0.018235,0.042467,0.028111,22353.553,22708.697,18885.104,63947.353,63947.353,1.08658,69.48389,11.581,37029.081
ABC008_008,47472, T,39.274444,-74.721111,6633.3,10,274.025,1.001,792.723545,0.64,282,90,130.105,16.042,269.928,277.691,142.857,-0.318,0, CR_LVL,0.479353,0.018235,0.042467,0.027993,20191.731,-11757.503,0,8434.228,8434.228,1.087923,9.17579,1.529,37027.551
ABC008_008,47482, T,39.2675,-74.739167,6516.7,-5,274.025,1.001,796.233017,0.936,276,0.002,130.104,16.042,286.596,279.542,143.809,-0.098,0, CR_LVL,0.500241,0.018235,0.042467,0.028862,21096.995,-3632.793,-9097.209,8366.993,8366.993,1.077928,9.019012,1.503,37026.048
ABC008_008,47492, T,39.265556,-74.751944,6566.7,0,274.025,1.001,794.72742,0.605,271,90,130.104,16.042,258.936,266.324,137.009,-0.416,0, CR_LVL,0.52127,0.018235,0.042467,0.029774,19754.401,-15400.376,3970.576,8324.601,8324.601,1.068479,8.894659,1.482,37024.566
ABC008_008,47502, T,39.263333,-74.771389,6700,10,274.025,1.001,790.723763,0.913,274,0.002,130.105,16.042,284.598,275.711,141.838,0.16,0, CR_ASC,0.528644,0.018235,0.042467,0.030103,21405.198,5920.487,10471.855,37797.541,37797.541,1.065295,40.265522,6.711,37017.855
ABC008_008,47512, T,39.261667,-74.784444,6966.7,20,274.025,1.001,782.765445,0.615,280,90,130.106,16.042,267.93,274.985,141.464,0.103,0, CR_ASC,0.51206,0.018235,0.042467,0.02937,20773.895,3808.802,20491.202,45073.899,45073.899,1.072494,48.341486,8.057,37009.798
ABC008_008,47522, T,39.258611,-74.803889,7550,45,273.325,0.972,765.582633,0.922,279,0.002,134.933,15.615,290.239,283.742,145.97,0.282,0, CR_ASC,0.512335,0.018235,0.042467,0.029382,21479.406,10455.042,44975.375,76909.823,76909.823,1.07917,82.998767,13.833,36995.965
ABC008_008,47532, T,39.257222,-74.817222,8200,60,272.476,0.943,746.797201,0.625,276,90,142.329,15.016,267.088,274.665,141.3,-0.233,0, CR_ASC,0.52848,0.018235,0.042467,0.030096,20001.503,-8611.084,50641.216,62031.635,62031.635,1.078904,66.926165,11.154,36984.81
ABC008_008,47542, T,39.256389,-74.836667,8716.7,55,272.475,0.943,732.133002,0.905,275,0.002,142.337,15.015,287.033,279.85,143.967,0.129,0, CR_ASC,0.535779,0.018235,0.042467,0.030426,20990.839,4776.826,40387.469,66155.133,66155.133,1.075668,71.160984,11.86,36972.95
ABC008_008,47552, T,39.257222,-74.85,9200,50,271.251,0.915,718.626831,0.621,279,90,150.643,14.996,271.963,277.798,142.912,-0.013,0, CR_ASC,0.545736,0.018235,0.042467,0.030883,20374.463,-494.708,37228.209,57107.963,57107.963,1.078273,61.577991,10.263,36962.687
ABC008_008,47562, T,39.258333,-74.87,9616.7,45,271.25,0.915,707.146183,0.932,285,0.002,150.649,14.996,298.161,291.283,149.849,0.498,0, CR_ASC,0.523892,0.018235,0.042467,0.029891,21680.412,18424.38,31408.914,71513.706,71513.706,1.087777,77.790982,12.965,36949.722
ABC008_008,47572, T,39.259444,-74.883611,10000,40,269.776,0.888,696.715602,0.636,291,90,159.103,15.652,285.792,292.22,150.331,0.048,0, CR_ASC,0.513461,0.018235,0.042467,0.029431,20843.565,1780.011,28290.476,50914.052,50914.052,1.099765,55.993502,9.332,36940.39
ABC008_008,47582, T,39.26,-74.905,10316.7,35,269.775,0.888,688.193325,0.994,302,0.002,159.106,15.652,316.672,309.464,159.202,0.64,0, CR_ASC,0.482784,0.018235,0.042467,0.028133,22345.004,23630.331,22513.467,68488.802,68488.802,1.114878,76.356646,12.726,36927.664
ABC008_008,47592, T,39.260278,-74.919722,10516.7,25,269.775,0.888,682.854473,0.684,315,90,159.107,15.652,309.763,316.061,162.596,0.339,0, CR_ASC,0.446531,0.018235,0.042467,0.026702,22122.54,12534.293,13627.518,48284.35,48284.35,1.134697,54.788092,9.131,36918.532
ABC008_008,47602, T,39.260278,-74.9425,10700,20,269.775,0.888,677.990036,1.058,326,0.002,159.108,15.652,340.669,334.367,172.013,0.75,0, CR_ASC,0.412891,0.018235,0.042467,0.025475,23620.798,27690.197,12067.401,63378.397,63378.397,1.155398,73.227248,12.205,36906.328
ABC008_008,47612, T,39.26,-74.958333,10983.3,25,268.125,0.861,670.527497,0.736,335,90,165.547,16.83,331.201,337.93,173.846,0.183,0, CR_ASC,0.398472,0.018235,0.042467,0.024978,22936.073,6764.897,18142.586,47843.556,47843.556,1.173576,56.148037,9.358,36896.97
ABC008_008,47622, T,39.259167,-74.9825,11300,30,268.125,0.861,662.265873,1.124,344,0.003,165.547,16.83,360.322,353.89,182.057,0.588,0, CR_ASC,0.376206,0.018235,0.042467,0.024245,24416.009,21709.965,19741.498,65867.472,65867.472,1.189805,78.369461,13.062,36883.908
ABC008_008,47632, T,39.258333,-74.999167,11600,30,268.125,0.861,654.515299,0.776,351,90,165.548,16.83,347.182,354.226,182.229,0.017,0, CR_ASC,0.358963,0.018235,0.042467,0.023707,23919.12,636.62,18322.999,42878.738,42878.738,1.203352,51.598202,8.6,36875.309
ABC008_008,47642, T,39.257222,-75.024722,11900,30,267.575,0.846,646.838343,1.189,358,0.003,167.86,18.363,375.972,368.983,189.822,0.502,0, CR_ASC,0.3499,0.018235,0.042467,0.023434,25226.515,18495.621,17960.54,61682.675,61682.675,1.215898,74.999848,12.5,36862.809
ABC008_008,47652, T,39.256111,-75.041944,12200,30,266.825,0.832,639.23447,0.803,364,90,169.853,19.716,361.048,368.334,189.487,0.094,0, CR_ASC,0.342216,0.018235,0.042467,0.023208,24481.407,3482.13,17658.499,45622.037,45622.037,1.227626,56.006783,9.334,36853.474
ABC008_008,47662, T,39.255,-75.068056,12500,30,266.825,0.832,631.703145,1.215,373,0.003,169.853,19.716,392.423,384.706,197.91,0.564,0, CR_ASC,0.327993,0.018235,0.042467,0.022804,26240.257,20793.536,17228.059,64261.852,64261.852,1.240696,79.729394,13.288,36840.186
ABC008_008,47672, T,39.253889,-75.085833,12716.7,25,266.825,0.832,626.308675,0.829,381,90,169.853,19.716,378.025,385.654,198.397,0.049,0, CR_ASC,0.313299,0.018235,0.042467,0.022403,25906.785,1795.54,12176.835,39879.16,39879.16,1.255093,50.052053,8.342,36831.844
ABC008_008,47682, T,39.2525,-75.113333,12983.3,25,265.075,0.805,619.7206,1.28,387,0.003,173.55,22.09,408.958,401.403,206.499,0.551,0, CR_ASC,0.310277,0.018235,0.042467,0.022323,27046.518,20295.422,14751.178,62093.118,62093.118,1.268972,78.794429,13.132,36818.712
ABC008_008,47692, T,39.251667,-75.131667,13300,30,265.075,0.805,611.970268,0.853,393,90,173.551,22.091,391.135,399.261,205.398,0.03,0, CR_ASC,0.299716,0.018235,0.042467,0.02205,26430.529,1103.749,17243.439,44777.717,44777.717,1.280283,57.328162,9.555,36809.157
ABC008_008,47702, T,39.250278,-75.160278,13516.7,25,265.074,0.805,606.71278,1.332,400,0.003,173.552,22.091,421.959,413.851,212.903,0.454,0, CR_ASC,0.290537,0.018235,0.042467,0.02182,28100.866,16701.31,11588.667,56390.842,56390.842,1.290631,72.779785,12.13,36797.027
ABC008_008,47712, T,39.249444,-75.179444,13783.3,25,265.073,0.805,600.292299,0.892,404,90,173.556,22.094,402.12,410.564,211.212,-0.021,0, CR_ASC,0.282541,0.018235,0.042467,0.021625,27408.71,-763.621,14117.103,40762.193,40762.193,1.300027,52.991941,8.832,36788.195
ABC008_008,47722, T,39.247778,-75.208056,14183.3,35,263.327,0.777,590.764839,1.333,405,0.003,176.966,25.019,429.986,422.035,217.114,0.31,0, CR_ASC,0.286807,0.018235,0.042467,0.021728,28099.474,11415.45,21118.299,60633.223,60633.223,1.30683,79.237287,13.206,36774.989
ABC008_008,47732, T,39.246667,-75.2275,14683.3,45,263.316,0.777,579.028094,0.906,406,90,176.991,25.042,405.458,414.19,213.078,-0.111,0, CR_ASC,0.28429,0.018235,0.042467,0.021667,26982.113,-4097.571,26323.401,49207.943,49207.943,1.309844,64.45472,10.742,36764.246
ABC008_008,47742, T,39.245278,-75.256667,15116.7,45,261.755,0.754,569.009655,1.358,409,0.003,179.373,27.632,436.63,427.347,219.846,0.331,0, CR_ASC,0.289273,0.018235,0.042467,0.021789,28021.442,12174.716,22639.662,62835.821,62835.821,1.314259,82.582565,13.764,36750.482
ABC008_008,47752, T,39.244167,-75.276389,15416.7,35,261.382,0.75,562.156406,0.919,413,90,179.448,27.911,413.674,422.695,217.453,-0.073,0, CR_ASC,0.284985,0.018235,0.042467,0.021684,27132.119,-2679.849,15515.999,39968.269,39968.269,1.321329,52.81125,8.802,36741.681
ABC008_008,47762, T,39.242778,-75.305833,15700,30,261.372,0.749,555.745418,1.371,417,0.003,179.44,27.91,444.908,435.876,224.234,0.373,0, CR_ASC,0.279312,0.018235,0.042467,0.021548,28666.867,13686.857,14509.957,56863.681,56863.681,1.32842,75.538844,12.59,36729.091
ABC008_008,47772, T,39.241667,-75.325833,16000,30,261.371,0.749,549.021979,0.932,420,90,179.439,27.909,420.654,429.902,221.161,-0.149,0, CR_ASC,0.274589,0.018235,0.042467,0.021437,27742.454,-5464.78,15248.518,37526.191,37526.191,1.334411,50.075348,8.346,36720.745
ABC008_008,47782, T,39.24,-75.355556,16383.3,35,259.101,0.722,540.526931,1.385,423,0.003,180.42,30.117,453.116,443.663,228.24,0.374,0, CR_ASC,0.27974,0.018235,0.042467,0.021558,28642.843,13751.76,19341.635,61736.237,61736.237,1.340884,82.781117,13.797,36706.948
ABC008_008,47792, T,39.238889,-75.375833,16633.3,30,259.1,0.722,535.044263,0.945,427,90,180.42,30.118,428.281,437.831,225.24,-0.131,0, CR_ASC,0.274631,0.018235,0.042467,0.021438,27738.613,-4825.187,12491.25,35404.676,35404.676,1.347475,47.706906,7.951,36698.997
ABC008_008,47802, T,39.237222,-75.406667,16966.7,30,259.099,0.722,527.80418,1.436,427,0.003,180.42,30.118,457.117,448.172,230.56,0.225,0, CR_ASC,0.271787,0.018235,0.042467,0.021372,28974.676,8268.803,16651.392,53894.872,53894.872,1.351222,72.823957,12.137,36686.86
ABC008_008,47812, T,39.236111,-75.426944,17400,40,256.476,0.696,518.510889,0.945,428,90,180.402,31.43,429.372,438.803,225.74,-0.174,0, CR_ASC,0.281465,0.018235,0.042467,0.021599,27037.832,-6395.304,21589.091,42231.619,42231.619,1.35203,57.098428,9.516,36677.343
ABC008_008,47822, T,39.234722,-75.4575,17800,40,256.475,0.696,510.050508,1.422,430,0.003,180.402,31.43,461.429,451.462,232.252,0.293,0, CR_ASC,0.279318,0.018235,0.042467,0.021548,28552.461,10761.161,19830.556,59144.178,59144.178,1.354766,80.126499,13.354,36663.989
